newage,age_loc,total_w,mat,scale
2,2.2333333333333334,457.53624859226164,0,1.8
2,2.2333333333333334,315.47444703846577,0,1.8
2,2.2333333333333334,582.0970217684406,1,1.8
2,2.2333333333333334,392.8389195252628,0,1.8
2,2.2333333333333334,417.7289504376709,0,1.8
2,2.2333333333333334,381.1483665962346,0,1.8
2,2.2333333333333334,512.8100317848629,1,1.8
2,2.2333333333333334,467.95720591962646,0,1.8
2,2.2333333333333334,606.1054231934162,1,1.8
2,2.2333333333333334,611.1582437583778,1,1.8
2,2.2333333333333334,466.6944584411782,0,1.8
2,2.2333333333333334,532.3198637111863,1,1.8
2,2.2333333333333334,295.6682898040938,0,1.8
2,2.2333333333333334,345.9355150951676,0,1.8
2,2.2333333333333334,542.0315247712613,1,1.8
2,2.2333333333333334,456.0482959686823,0,1.8
2,2.2333333333333334,713.9916821236316,1,1.8
2,2.2333333333333334,681.9781709297578,1,1.8
2,2.2333333333333334,442.34424726777854,0,1.8
2,2.2333333333333334,588.0639273839553,1,1.8
2,2.2333333333333334,686.7398811437853,1,1.8
2,2.2333333333333334,504.0955910723842,1,1.8
2,2.2333333333333334,419.21181304313563,0,1.8
2,2.2333333333333334,513.2744691141348,0,1.8
2,2.2333333333333334,324.75344191606405,0,1.8
2,2.2333333333333334,250.30529526302675,0,1.8
2,2.2333333333333334,621.0122247659597,1,1.8
2,2.2333333333333334,735.4444252549213,1,1.8
2,2.2333333333333334,384.13892346878777,0,1.8
2,2.2333333333333334,340.20358408867565,0,1.8
2,2.2333333333333334,526.3147905098788,1,1.8
2,2.2333333333333334,615.9310497081881,0,1.8
2,2.2333333333333334,741.9158867535969,1,1.8
2,2.2333333333333334,462.8005154062199,0,1.8
2,2.2333333333333334,589.4731556041509,1,1.8
2,2.2333333333333334,311.73509935555654,0,1.8
2,2.2333333333333334,444.7858901143222,0,1.8
2,2.2333333333333334,328.0186647274064,0,1.8
2,2.2333333333333334,476.21215369112446,0,1.8
2,2.2333333333333334,431.0459993925498,0,1.8
2,2.2333333333333334,359.60025493335576,0,1.8
2,2.2333333333333334,380.2640535804844,0,1.8
2,2.2333333333333334,664.5203500589032,1,1.8
2,2.2333333333333334,628.2934739879709,1,1.8
2,2.2333333333333334,638.9809141101258,1,1.8
2,2.2333333333333334,665.0081969967594,1,1.8
2,2.2333333333333334,602.3536168810522,1,1.8
2,2.2333333333333334,734.5904520497638,1,1.8
2,2.2333333333333334,390.636120684754,0,1.8
2,2.2333333333333334,645.0077015836303,1,1.8
2,2.2333333333333334,778.3175598797878,1,1.8
2,2.2333333333333334,436.4018407264186,0,1.8
2,2.2333333333333334,515.9020922522701,0,1.8
2,2.2333333333333334,722.8699039585848,1,1.8
2,2.2333333333333334,735.4937458336842,1,1.8
2,2.2333333333333334,409.3654767393107,0,1.8
2,2.2333333333333334,620.5789460654819,1,1.8
2,2.2333333333333334,443.1613907890255,0,1.8
2,2.2333333333333334,537.3301907729983,0,1.8
2,2.2333333333333334,426.50840450831646,0,1.8
2,2.2333333333333334,631.3584091770086,1,1.8
2,2.2333333333333334,723.5990422072067,1,1.8
2,2.2333333333333334,419.6506672422597,0,1.8
2,2.2333333333333334,619.1868082837647,1,1.8
2,2.2333333333333334,624.4938285154456,1,1.8
2,2.2333333333333334,585.4231570687331,1,1.8
2,2.2333333333333334,514.5683790296164,0,1.8
2,2.2333333333333334,303.79993452430324,0,1.8
2,2.2333333333333334,287.3229200522776,0,1.8
2,2.2333333333333334,753.3923073501813,1,1.8
2,2.2333333333333334,402.49436292252074,0,1.8
2,2.2333333333333334,581.5766146317507,1,1.8
2,2.2333333333333334,343.32128312792,0,1.8
2,2.2333333333333334,668.6347249176947,1,1.8
2,2.2333333333333334,268.96743228946855,0,1.8
2,2.2333333333333334,592.1288378232028,0,1.8
2,2.2333333333333334,359.6986471363375,0,1.8
2,2.2333333333333334,584.0529432006086,1,1.8
2,2.2333333333333334,514.247678959245,0,1.8
2,2.2333333333333334,441.4236576749412,0,1.8
2,2.2333333333333334,508.8525330542084,0,1.8
2,2.2333333333333334,580.3584148128584,1,1.8
