newage,age_loc,total_w,mat,scale
3,2.966666666666667,784.5763683749745,1,1.0
3,2.966666666666667,397.91416570517924,0,1.0
3,2.966666666666667,296.6207871250513,0,1.0
3,2.966666666666667,282.7992796478613,0,1.0
3,2.966666666666667,730.2302498133291,1,1.0
3,2.966666666666667,469.9171164302502,1,1.0
3,2.966666666666667,385.4263657262362,0,1.0
3,2.966666666666667,675.8581077771616,1,1.0
3,2.966666666666667,587.8775745107629,1,1.0
3,2.966666666666667,770.1631152756977,1,1.0
3,2.966666666666667,740.8835681427458,1,1.0
3,2.966666666666667,519.9232090461953,1,1.0
3,2.966666666666667,411.1117671898237,0,1.0
3,2.966666666666667,283.34989530790637,0,1.0
3,2.966666666666667,803.2602799536403,1,1.0
3,2.966666666666667,463.660911800342,1,1.0
3,2.966666666666667,498.79124832613195,1,1.0
3,2.966666666666667,693.4654472113684,1,1.0
3,2.966666666666667,335.80403780098965,0,1.0
3,2.966666666666667,532.9345656240887,1,1.0
3,2.966666666666667,547.1427965153547,1,1.0
3,2.966666666666667,664.2984373186584,1,1.0
3,2.966666666666667,382.99389242321695,0,1.0
3,2.966666666666667,289.37045935652367,0,1.0
3,2.966666666666667,580.3621002783801,1,1.0
3,2.966666666666667,527.458050468384,1,1.0
3,2.966666666666667,450.3323074745706,1,1.0
3,2.966666666666667,482.2842780033743,1,1.0
3,2.966666666666667,595.0472650729072,1,1.0
3,2.966666666666667,376.4734155193237,0,1.0
3,2.966666666666667,389.044017755664,0,1.0
3,2.966666666666667,495.6605386896938,1,1.0
3,2.966666666666667,572.0633198739772,1,1.0
3,2.966666666666667,756.4384471119902,1,1.0
3,2.966666666666667,477.4226164498632,1,1.0
3,2.966666666666667,677.6032070290829,1,1.0
3,2.966666666666667,496.1330136070341,1,1.0
3,2.966666666666667,799.8021333886014,1,1.0
3,2.966666666666667,564.7895458411672,1,1.0
3,2.966666666666667,609.8381213579672,1,1.0
3,2.966666666666667,588.7050499963254,1,1.0
