newage,age_loc,total_w,mat,scale
2,1.7,391.99936021748954,0,2
2,1.7,558.6695356361683,1,2
2,1.7,447.7860695228282,1,2
2,1.7,580.1633186790946,0,2
2,1.7,371.6691590911561,0,2
2,1.7,770.6413307373404,1,2
2,1.7,630.9351557240542,1,2
2,1.7,687.3922906707588,1,2
2,1.7,451.8226641029735,0,2
2,1.7,680.4115881734632,1,2
2,1.7,366.31884803850085,0,2
2,1.7,338.38223498313175,0,2
2,1.7,363.373340968006,0,2
2,1.7,598.5517105881215,1,2
2,1.7,518.5836290762555,0,2
2,1.7,483.19629408326364,0,2
2,1.7,303.2191076544037,0,2
2,1.7,463.5544587450499,0,2
2,1.7,605.9274747051761,0,2
2,1.7,480.4854583478336,0,2
2,1.7,580.5023641013878,1,2
2,1.7,306.9916045218762,0,2
2,1.7,632.506749600388,1,2
2,1.7,574.4630308002614,1,2
2,1.7,327.4345424720833,0,2
2,1.7,407.30832595780606,0,2
2,1.7,677.6271302718399,1,2
2,1.7,724.6256447082116,1,2
2,1.7,569.2095773691464,0,2
2,1.7,435.7915869540528,0,2
2,1.7,748.5307142590925,1,2
2,1.7,564.9724947644863,0,2
2,1.7,469.42145592628515,1,2
2,1.7,382.5980775688122,0,2
2,1.7,451.22268427349337,0,2
2,1.7,659.0773825201741,1,2
2,1.7,433.7752674769364,1,2
2,1.7,735.3427441835953,1,2
2,1.7,478.38947618330144,0,2
2,1.7,537.7812003592005,0,2
2,1.7,610.8799315999644,1,2
2,1.7,625.401602709384,1,2
2,1.7,680.8400714690002,1,2
2,1.7,489.1749428230714,1,2
2,1.7,629.0843892860927,1,2
2,1.7,586.7556745350573,1,2
2,1.7,512.155049976921,1,2
2,1.7,381.3627550826687,0,2
2,1.7,498.0775601769689,0,2
2,1.7,459.13417424957265,0,2
2,1.7,732.6169654396195,1,2
2,1.7,461.96224296022416,1,2
2,1.7,664.9712204854034,1,2
2,1.7,520.9458933819624,0,2
2,1.7,629.1284284212309,1,2
2,1.7,546.2080286763937,1,2
2,1.7,391.1978511144723,0,2
2,1.7,557.4451385699551,1,2
2,1.7,396.5460539853716,0,2
2,1.7,584.9872367675089,1,2
2,1.7,475.5439293304112,0,2
2,1.7,522.4157574041267,0,2
2,1.7,390.7924703260738,0,2
2,1.7,357.75410150235825,0,2
2,1.7,502.3678136534643,1,2
