newage,age_loc,total_w,mat,scale
2,1.7,462.555265665534,1,2
2,1.7,587.5457963344586,1,2
2,1.7,395.051083924046,0,2
2,1.7,579.4195129615429,0,2
2,1.7,334.0218385243095,0,2
2,1.7,341.9113003141387,0,2
2,1.7,465.5961316703123,0,2
2,1.7,602.7632871929759,1,2
2,1.7,224.8499653786107,0,2
2,1.7,568.9993876861984,1,2
2,1.7,326.0676734532182,0,2
2,1.7,678.7523058063474,1,2
2,1.7,578.216853907541,0,2
2,1.7,739.9807073239792,1,2
2,1.7,627.0778625659184,1,2
2,1.7,737.8059027181368,1,2
2,1.7,428.42359117228625,0,2
2,1.7,563.8384073668801,1,2
2,1.7,702.9866146944328,1,2
2,1.7,764.7430416917056,1,2
2,1.7,645.8715827333639,1,2
2,1.7,501.7882176234176,0,2
2,1.7,435.437798155845,0,2
2,1.7,688.631458448327,1,2
2,1.7,474.46810412397576,0,2
2,1.7,207.6804569357502,0,2
2,1.7,484.9282096806769,0,2
2,1.7,449.89123122243507,0,2
2,1.7,566.5998796837971,0,2
2,1.7,262.21761746621985,0,2
2,1.7,705.35429916407,1,2
2,1.7,683.8077186272578,1,2
2,1.7,627.9815529333092,1,2
2,1.7,308.2449641112787,0,2
2,1.7,496.0255090309261,1,2
2,1.7,440.0768469413309,0,2
2,1.7,668.0779096105821,1,2
2,1.7,772.891849247825,1,2
2,1.7,786.0619356008095,1,2
2,1.7,535.1963114366358,1,2
2,1.7,304.12566991855925,0,2
2,1.7,585.3465879224791,1,2
2,1.7,250.43670721790636,0,2
2,1.7,449.9687849459313,0,2
2,1.7,522.2151769266727,1,2
2,1.7,544.5544047891232,0,2
2,1.7,617.3098548944399,1,2
2,1.7,351.6554219757199,0,2
2,1.7,670.6800848062946,1,2
2,1.7,300.1965314554853,0,2
2,1.7,174.14127613021645,0,2
2,1.7,348.7230452924385,0,2
2,1.7,585.8263634740923,1,2
2,1.7,217.16002270859167,0,2
2,1.7,858.8677798114372,1,2
2,1.7,600.2245277637626,1,2
2,1.7,373.89526420073975,0,2
2,1.7,331.0316645888607,1,2
2,1.7,431.10316849959656,0,2
2,1.7,574.9217511686346,0,2
2,1.7,751.7537769989801,1,2
2,1.7,409.45770624294806,0,2
2,1.7,566.5293879645776,1,2
2,1.7,235.4097152974822,0,2
2,1.7,617.8081014708459,1,2
2,1.7,697.9588867953083,1,2
2,1.7,614.2429139019224,1,2
2,1.7,665.8041341170547,1,2
2,1.7,712.4641637799234,1,2
2,1.7,430.6561308618183,1,2
2,1.7,360.284534227441,0,2
2,1.7,446.1294907701773,1,2
2,1.7,924.197350674805,1,2
2,1.7,696.7369622534796,1,2
2,1.7,354.74857546768084,0,2
2,1.7,718.2866045153968,1,2
2,1.7,565.4787109296625,1,2
2,1.7,467.65405659861204,0,2
2,1.7,589.5537376581531,1,2
2,1.7,340.3762136307935,0,2
2,1.7,591.2324681951694,0,2
2,1.7,469.5927031121583,1,2
2,1.7,798.5293873434813,1,2
2,1.7,597.0818478197144,1,2
2,1.7,655.2126156177246,1,2
2,1.7,532.4578531514728,0,2
2,1.7,830.4908070839048,1,2
2,1.7,606.155214555242,0,2
2,1.7,854.6371165395997,1,2
2,1.7,513.5649134402947,0,2
2,1.7,578.6985946727982,0,2
2,1.7,422.49592981019015,0,2
2,1.7,647.8189295579839,1,2
2,1.7,333.53023264893005,0,2
2,1.7,507.87712184726485,0,2
2,1.7,561.4772540454834,0,2
2,1.7,463.23337565798045,0,2
2,1.7,371.0451427407337,0,2
2,1.7,644.7148084498044,1,2
2,1.7,824.650557689769,1,2
2,1.7,642.2965494360946,1,2
2,1.7,663.6995897362286,1,2
2,1.7,724.380967605157,1,2
2,1.7,556.785236913049,1,2
2,1.7,455.05931933352656,0,2
2,1.7,792.6666116555308,1,2
2,1.7,926.8900702947191,1,2
2,1.7,648.3161113593565,1,2
2,1.7,598.0754593064379,0,2
2,1.7,349.6760589774105,1,2
2,1.7,348.751903163194,0,2
2,1.7,528.2100449102909,0,2
2,1.7,512.9663773692646,0,2
2,1.7,559.5707704798026,0,2
2,1.7,483.1103863770216,0,2
2,1.7,686.5905644177182,1,2
2,1.7,562.4457320722122,0,2
2,1.7,517.5983795785608,1,2
2,1.7,221.6093498936525,0,2
2,1.7,246.39016875985845,0,2
2,1.7,707.3818483451339,1,2
2,1.7,655.1068363529512,1,2
2,1.7,412.8426402054274,0,2
2,1.7,358.86019451727526,0,2
2,1.7,297.22139194998124,0,2
2,1.7,650.167978099865,1,2
2,1.7,624.3587924494295,1,2
2,1.7,607.5096269293033,1,2
2,1.7,605.1552246605443,1,2
2,1.7,486.7711441876794,1,2
2,1.7,643.275938845776,1,2
2,1.7,319.93216158067196,0,2
2,1.7,627.2414726341402,1,2
2,1.7,789.3786691093399,1,2
2,1.7,656.0155089032774,1,2
2,1.7,556.3245427270067,1,2
2,1.7,519.1480924849956,1,2
2,1.7,469.34263035883134,0,2
2,1.7,633.7771128569522,1,2
2,1.7,581.2209279961521,1,2
2,1.7,587.2343250213598,1,2
2,1.7,456.5590187793413,0,2
2,1.7,719.8626659516563,1,2
2,1.7,614.4176411885992,0,2
2,1.7,415.1562504236413,0,2
2,1.7,550.6482368886805,1,2
2,1.7,634.0513840014013,1,2
2,1.7,580.041969519988,1,2
2,1.7,643.3895507153412,1,2
2,1.7,573.4488819344893,1,2
2,1.7,635.8143469210676,1,2
2,1.7,609.8745142066649,1,2
2,1.7,397.85267760659457,0,2
2,1.7,826.6521181729495,1,2
2,1.7,370.4425163784286,0,2
2,1.7,350.85770446376176,0,2
2,1.7,654.376154658691,1,2
2,1.7,297.8345528675841,0,2
2,1.7,464.1320595010721,0,2
2,1.7,284.0662417672622,0,2
2,1.7,594.1282631655768,1,2
2,1.7,494.2911561445728,0,2
2,1.7,447.4321541851043,0,2
2,1.7,772.5732924230512,1,2
2,1.7,813.9622529009173,1,2
2,1.7,687.049780121154,1,2
2,1.7,526.8566492956659,0,2
2,1.7,467.51829031270074,1,2
2,1.7,549.5544785580579,0,2
2,1.7,717.7340389559938,1,2
2,1.7,483.8053617868237,0,2
2,1.7,357.37966882837844,0,2
2,1.7,643.0854612434415,1,2
2,1.7,347.21351002424274,1,2
2,1.7,404.93561735939693,0,2
2,1.7,514.1790654639943,1,2
2,1.7,712.5245931291013,1,2
2,1.7,598.8861823630576,1,2
2,1.7,427.2784599937744,0,2
2,1.7,551.1276983365657,1,2
2,1.7,699.1880090753675,1,2
2,1.7,615.6828762231838,1,2
2,1.7,485.93854475168115,1,2
2,1.7,140.67153236745514,0,2
2,1.7,643.8585089327896,1,2
2,1.7,627.0285755693603,0,2
2,1.7,481.20114677759557,0,2
2,1.7,168.28799593403534,0,2
2,1.7,350.8172052019037,0,2
2,1.7,431.82597784503446,0,2
2,1.7,304.2164153885956,0,2
2,1.7,642.5905203160302,1,2
2,1.7,502.12959026747995,1,2
2,1.7,560.9054002235046,1,2
2,1.7,608.9757732599326,1,2
2,1.7,673.5758053744249,1,2
2,1.7,927.9413534515238,1,2
2,1.7,660.89458844571,1,2
2,1.7,465.7675133677301,0,2
2,1.7,722.4811660632525,1,2
2,1.7,556.745033318438,1,2
2,1.7,441.62426599097796,0,2
2,1.7,369.7138672149116,0,2
2,1.7,555.9165797843143,1,2
2,1.7,789.4686273386335,1,2
2,1.7,438.41002877267806,0,2
2,1.7,481.1262792372888,0,2
2,1.7,349.56007339916056,0,2
2,1.7,540.0681825213164,0,2
2,1.7,349.07322129295727,0,2
2,1.7,454.7208017629153,0,2
2,1.7,713.4717746433033,1,2
2,1.7,352.694281430602,1,2
2,1.7,611.8671586903831,1,2
2,1.7,540.1297749155043,1,2
2,1.7,93.75213496195494,0,2
2,1.7,541.0553036900174,0,2
2,1.7,162.04348573261473,0,2
2,1.7,808.4884425450723,1,2
2,1.7,267.2894039249078,0,2
2,1.7,422.65906152330626,0,2
2,1.7,543.9671825098214,0,2
2,1.7,485.82487773260533,0,2
2,1.7,220.83881382444847,0,2
2,1.7,716.5874719107773,1,2
2,1.7,772.9199424134678,1,2
2,1.7,819.4006885200356,1,2
2,1.7,364.5786302801293,0,2
2,1.7,595.4055535282267,1,2
2,1.7,575.7944684678672,1,2
2,1.7,288.0458204770304,0,2
2,1.7,580.7177576598933,1,2
2,1.7,716.2213478728587,1,2
2,1.7,603.7788635243967,1,2
2,1.7,715.2750528115212,1,2
2,1.7,652.235361205423,1,2
2,1.7,613.8126184444543,1,2
2,1.7,772.8951462137359,1,2
2,1.7,659.1060870241832,1,2
2,1.7,673.7970065479299,1,2
2,1.7,652.62807691549,1,2
2,1.7,599.844202902114,1,2
2,1.7,818.9928306130159,1,2
2,1.7,277.0361170566728,0,2
2,1.7,637.4335671167066,1,2
2,1.7,597.8222693883528,1,2
2,1.7,667.6941165775296,1,2
2,1.7,774.7064124656861,1,2
2,1.7,611.733720003367,0,2
2,1.7,418.1828419718735,0,2
2,1.7,551.376964498676,1,2
2,1.7,591.5697454887284,1,2
2,1.7,590.9022203430268,1,2
2,1.7,433.37796419298957,0,2
2,1.7,405.9763890126164,0,2
2,1.7,542.1936881762629,0,2
2,1.7,622.5232750046812,1,2
2,1.7,595.1631336981663,1,2
2,1.7,680.3211306423025,1,2
2,1.7,435.5017416968455,0,2
2,1.7,574.3769300400551,1,2
2,1.7,563.2145615979517,1,2
2,1.7,598.6932697619446,1,2
2,1.7,851.8526231048767,1,2
2,1.7,321.87664226527625,0,2
2,1.7,797.5741839569816,1,2
2,1.7,443.32297213646484,0,2
2,1.7,559.056687964593,0,2
2,1.7,489.56055209665953,1,2
2,1.7,427.042748216066,0,2
2,1.7,387.15617928036494,0,2
2,1.7,440.06978662627694,0,2
2,1.7,427.92734980491366,0,2
2,1.7,624.224165819211,1,2
2,1.7,645.9650867477493,1,2
2,1.7,570.6181550048755,1,2
2,1.7,670.7733888227738,1,2
2,1.7,646.4334389387458,1,2
2,1.7,652.1110009025329,1,2
2,1.7,563.2135013221539,1,2
2,1.7,481.70971008297647,0,2
2,1.7,555.1756029979375,0,2
2,1.7,646.9578935805267,1,2
2,1.7,564.363727449151,1,2
2,1.7,370.1182645278838,0,2
2,1.7,740.9063009217267,1,2
2,1.7,524.0836301761586,1,2
2,1.7,617.1030596057735,1,2
2,1.7,476.86739538281563,0,2
2,1.7,442.18945570822063,0,2
2,1.7,733.8666815844982,1,2
2,1.7,663.9135136510115,1,2
2,1.7,197.10837248060255,0,2
