newage,age_loc,total_w,mat,scale
4,3.7,523.3867567967292,1,2
4,3.7,773.3146208613548,1,2
4,3.7,462.71996398163213,1,2
4,3.7,551.1786172189038,1,2
4,3.7,789.9529451772944,1,2
4,3.7,765.3245019628304,1,2
4,3.7,403.5801587722982,1,2
4,3.7,745.912297477672,1,2
4,3.7,344.1832759418147,0,2
4,3.7,437.6750893309082,1,2
4,3.7,687.6291961692966,1,2
4,3.7,391.3123613462157,1,2
4,3.7,974.4761085162764,1,2
4,3.7,419.2763278704188,1,2
4,3.7,838.1073220526232,1,2
4,3.7,912.1873036920117,1,2
4,3.7,940.8346798302425,1,2
4,3.7,612.7230754643806,1,2
4,3.7,926.6901601672715,1,2
4,3.7,990.9402143597338,1,2
4,3.7,448.71121833888833,1,2
4,3.7,671.8118520761835,1,2
4,3.7,332.172549269224,0,2
4,3.7,695.0021915602092,1,2
4,3.7,838.2064088249908,1,2
4,3.7,443.74263934226224,1,2
4,3.7,853.3511525152774,1,2
4,3.7,379.2347363651013,1,2
4,3.7,948.0390450164509,1,2
4,3.7,310.892392144695,0,2
4,3.7,716.702828843242,1,2
4,3.7,311.4556019225524,0,2
4,3.7,570.4886642075259,1,2
4,3.7,758.9957282089966,1,2
4,3.7,509.2974669194847,1,2
4,3.7,618.7339755259111,1,2
4,3.7,869.9510273757626,1,2
4,3.7,339.132593090189,0,2
4,3.7,824.6449264232,1,2
4,3.7,329.8035377554072,0,2
4,3.7,506.5257490198103,1,2
4,3.7,422.38179585328356,1,2
4,3.7,1042.5630285609932,1,2
4,3.7,483.75967528790534,1,2
4,3.7,924.7550093003111,1,2
4,3.7,971.8479528347757,1,2
4,3.7,593.4203744734184,1,2
4,3.7,757.5355480961308,1,2
4,3.7,821.3417817009911,1,2
4,3.7,593.4910471719647,1,2
4,3.7,394.71713020369435,0,2
4,3.7,606.3857692468996,1,2
4,3.7,828.1194248761354,1,2
4,3.7,787.4750490386251,1,2
4,3.7,359.20846802061254,1,2
4,3.7,392.02347262872263,0,2
4,3.7,1036.1865106575528,1,2
4,3.7,334.4352516778148,0,2
