newage,age_loc,total_w,mat,scale
2,1.8333333333333333,433.42231069615514,1,0.6
2,1.8333333333333333,420.6797746118095,1,0.6
2,1.8333333333333333,322.44492435523676,1,0.6
2,1.8333333333333333,727.0152706252156,1,0.6
2,1.8333333333333333,787.0852513569607,1,0.6
2,1.8333333333333333,638.0867917771327,1,0.6
2,1.8333333333333333,688.0208441350059,1,0.6
2,1.8333333333333333,320.19113066024966,1,0.6
2,1.8333333333333333,564.6751321499319,1,0.6
2,1.8333333333333333,268.87122375732525,0,0.6
2,1.8333333333333333,524.4040589691986,1,0.6
2,1.8333333333333333,575.9992078815844,1,0.6
2,1.8333333333333333,322.007257259879,1,0.6
2,1.8333333333333333,432.0578803493949,1,0.6
2,1.8333333333333333,429.95049492470764,1,0.6
2,1.8333333333333333,735.2211453549717,1,0.6
2,1.8333333333333333,266.5310204539919,1,0.6
2,1.8333333333333333,507.74805046145053,1,0.6
2,1.8333333333333333,345.25531483531995,1,0.6
2,1.8333333333333333,306.79626959738016,1,0.6
2,1.8333333333333333,509.47117291476184,1,0.6
2,1.8333333333333333,650.0210087724953,1,0.6
2,1.8333333333333333,690.2902066378647,1,0.6
2,1.8333333333333333,573.1738913801729,1,0.6
2,1.8333333333333333,701.2598545872918,1,0.6
2,1.8333333333333333,540.8819107187949,1,0.6
2,1.8333333333333333,435.99220691910375,1,0.6
2,1.8333333333333333,321.04526866348965,1,0.6
2,1.8333333333333333,430.8875157696603,1,0.6
2,1.8333333333333333,751.6847421083936,1,0.6
2,1.8333333333333333,595.0079550046992,1,0.6
2,1.8333333333333333,728.2337712926758,1,0.6
2,1.8333333333333333,351.0976119672233,1,0.6
2,1.8333333333333333,721.514639480406,1,0.6
2,1.8333333333333333,576.5689815251044,1,0.6
2,1.8333333333333333,672.8685203387181,1,0.6
2,1.8333333333333333,441.60696837956607,1,0.6
2,1.8333333333333333,357.5710480934239,1,0.6
2,1.8333333333333333,553.4876102148758,1,0.6
2,1.8333333333333333,765.1397116161015,1,0.6
2,1.8333333333333333,593.0326783128799,1,0.6
2,1.8333333333333333,665.7515244613678,1,0.6
2,1.8333333333333333,752.6566773402194,1,0.6
2,1.8333333333333333,484.8359422054265,1,0.6
2,1.8333333333333333,648.5009498484578,1,0.6
2,1.8333333333333333,594.4773665639292,1,0.6
2,1.8333333333333333,699.5977914054403,1,0.6
