newage,total_w,mat
3,821.9604879473552,1
3,694.2694754175465,1
3,663.984311417749,1
3,797.2213325177012,1
3,354.46674095846566,0
3,311.5062821683057,0
3,536.179207276156,1
3,379.8844256373601,0
3,733.5260784626665,1
3,824.6224307077282,1
3,594.1542609533424,1
3,412.3127214841341,0
3,879.2050130990773,1
3,594.8282808571098,1
3,686.2614120976676,1
3,486.90162485046943,1
3,861.9520140249089,1
3,551.1801503409922,1
3,637.7069420933357,1
3,829.3227497996168,1
3,504.8314104679514,1
3,619.1422332821492,1
3,740.4129201952713,1
3,543.9483179819238,1
3,869.8019720983034,1
3,885.5806739625255,1
3,687.7552991203565,1
3,745.4041765123509,1
3,704.5143143683853,1
3,874.8024361235028,1
3,506.4891207238243,1
3,355.9822383247498,0
3,462.974047413481,1
3,645.2807546450648,1
3,641.9646014295874,1
3,732.0127760683471,1
3,586.8532314833255,1
3,676.9349517094919,1
3,319.7569942644918,0
3,794.2250419735601,1
3,597.9229654000352,1
3,457.37307380381253,1
3,476.4072474756885,1
3,672.0093137519559,1
3,597.7754796654408,1
3,539.4300213434833,0
3,905.0120371479015,1
3,726.1991242398595,1
3,928.0480696217226,1
3,566.7964504763615,1
3,595.536915928172,1
3,784.1918711030564,1
3,626.7220054367107,1
3,776.1395179642475,1
3,409.50061889231677,0
3,639.2606722839317,1
3,369.48461827895676,0
3,379.19954594924997,0
3,350.4476530065909,0
3,309.21931920228263,0
3,924.346038280463,1
3,430.82428546913053,0
3,694.995118525906,1
3,828.1378294964816,1
3,644.9411284214387,1
3,292.11011102778673,0
3,680.8076753969802,1
3,706.6213452992906,1
3,732.1435241633477,1
3,735.6614085756812,1
3,817.3175198479734,1
3,590.1511519522336,1
3,403.89473561626374,0
3,684.0146982050657,1
3,311.14254651652334,0
3,790.108996443686,1
3,368.2224355445204,0
3,514.9042342741278,1
3,894.1071249861698,1
3,582.7932560202664,1
3,594.1503643314913,1
3,632.7164736757665,1
3,773.7737989524732,1
3,514.1644293652369,1
3,798.908148420422,1
3,362.16508760695183,0
3,841.535612995406,1
3,838.8088914644075,1
3,434.5210103640753,0
3,536.6924534255882,1
3,325.0970315519766,0
3,713.5390668695102,1
3,681.5390685801898,1
3,604.8356151955103,1
3,365.13771176489195,0
3,433.36090404315513,0
3,275.66565606358074,0
3,453.6143487616772,0
3,614.6668677137961,1
3,746.4800781888898,1
3,651.4503761643899,1
3,596.4091898792163,1
3,806.5035795249345,1
3,651.6535136207573,1
3,826.5978727408353,1
3,653.1505590887916,1
3,445.4964744760393,0
3,308.4669579130523,0
3,737.8688507660906,1
3,285.49642716033793,0
3,506.4003596519319,1
3,638.6542963005206,1
3,618.1845289630626,1
3,710.6461437821024,1
3,343.3783932621684,0
3,584.2378925556677,1
3,678.0412195499425,1
3,865.0636892863621,1
3,735.5850008513976,1
3,848.1990159658276,1
3,818.341379809392,1
3,601.1962249618896,1
3,377.0880595244768,0
3,751.8265357391317,1
3,644.2509928167512,1
3,706.5081561409395,1
3,678.8433199433799,1
3,597.1042110464837,1
3,534.7336325996278,1
3,553.9030015183889,1
3,456.2702083104774,0
3,793.0758377155644,1
3,435.1180869272355,0
3,318.7011703319101,0
3,478.69344503593584,1
3,720.1470669411123,1
3,459.45993733615205,1
3,450.18495455865843,0
3,681.961803655263,1
3,517.7962880409717,1
3,957.1377463154704,1
3,904.842541391232,1
3,568.7281725669784,1
3,498.09606540352706,1
3,739.9109132467617,1
3,242.9189279225336,0
3,537.8414578019731,1
3,473.7559912132071,1
3,750.510505918736,1
3,309.57648977619164,0
3,619.2353331983575,1
3,660.7534535743969,1
3,611.2214357782914,1
3,387.03545533218096,0
3,894.8285579599858,1
3,594.6028500652103,1
3,698.0838541789996,1
3,475.97688764833896,1
3,605.4690295500667,1
3,516.2590826532551,1
3,358.76754347674927,0
3,423.47024466975427,0
3,772.6520588406783,1
3,548.7889382805757,1
3,390.6934161999091,1
3,604.5672214170904,1
3,727.623999017191,1
3,348.3314529434058,1
3,558.9736671511897,1
3,344.22417576350796,0
3,267.27057047794267,0
3,338.413288691945,0
3,850.2208337005102,1
3,403.0837995325645,1
3,208.50785060443053,0
3,664.8434149321414,1
3,821.1600801962584,1
3,418.6200688689311,1
3,560.8839664650969,1
3,332.7630106633854,0
3,536.1046726333474,1
3,656.463681749384,1
3,612.1706178702715,1
3,479.23791567011796,1
3,455.0059516101271,0
3,292.34060687497606,0
3,527.3708158985302,1
3,388.96177314959573,0
3,785.7017466310496,1
3,920.7608412806733,1
3,898.2616845007675,1
3,792.4063847143912,1
3,702.4584828253309,1
3,652.6435413542312,1
3,426.0899124826244,1
3,630.2522485324101,1
3,627.392532620892,1
3,636.3498295731632,1
3,779.0311980773446,1
3,522.7475066189409,1
3,446.85962789611256,1
3,872.2148306702311,1
3,327.47585549142514,0
3,633.72468424225,1
3,841.9192686171072,1
3,646.9706602703902,1
3,654.8896704553288,1
3,493.6549658971748,1
3,472.54803369632884,1
3,808.175265915197,1
3,582.6088473789922,1
3,483.942265379421,0
3,369.7708096947038,0
