newage,total_w,mat
2,419.3022277391479,0
2,621.5291038899784,0
2,433.6277851084295,0
2,427.9268647804228,0
2,445.18640863166684,0
2,708.558568704893,1
2,772.3843182792336,1
2,599.4642994097213,0
2,718.8033949008857,1
2,593.6403455870703,0
2,750.2941365656029,1
2,541.7530961629386,1
2,490.9228343522651,0
2,276.98227265193543,0
2,639.8483738099383,1
2,672.7576679932322,1
2,470.51490816215545,0
2,241.0775439414745,0
2,674.9285749442314,1
2,390.3433683671077,0
2,679.0094866098088,1
2,733.5154989084241,1
2,544.5200615195959,0
2,387.4126812297761,0
2,531.9983751781858,0
2,621.4843645005355,1
2,624.0380806604412,1
2,721.4662197738006,1
2,311.0817257773316,0
2,512.1661094232937,1
2,718.5111057737979,1
2,769.4861577852338,1
2,491.60403703091225,0
2,652.049306273654,0
2,563.4994085107002,1
2,402.6170294244439,0
2,433.1184841665058,0
2,630.9941139456138,1
2,381.61172186900336,0
2,384.53941026245246,0
2,401.0771480461618,0
2,650.2731938333994,1
2,572.3225843602131,0
2,631.5504935786687,1
2,385.2971147103707,0
2,622.8600404121648,1
2,502.04255276156084,0
2,685.8007409054153,1
2,768.6371348318452,1
2,279.8107289391542,0
2,567.4130190390766,1
2,311.79987834486553,0
2,605.9726597028457,1
2,439.1401096173231,0
2,411.48875505458363,0
2,483.02515911296246,0
2,524.4669945805034,0
2,484.39046007309355,1
2,650.1449381507146,1
2,466.64689995129714,0
2,288.8296502171198,0
2,608.3578830036754,1
2,455.3321128840132,0
2,556.1941209441212,1
2,576.5843600984159,0
2,472.52460589449464,0
2,221.11219433591862,0
2,439.0335846229061,0
2,723.4489155688915,1
2,543.2963079352595,1
2,555.3402981607633,1
2,551.1379913134937,1
2,404.1560989480652,0
2,478.8837879257073,0
2,526.0113475972446,0
2,239.58279626716833,0
2,394.69049034751174,0
2,447.2279281123117,0
2,357.033275281266,0
2,716.1794246164017,1
2,304.0637531818488,0
2,602.8323363816901,1
2,361.46301631985153,0
2,755.9538946714313,1
2,358.049434131732,1
2,375.09212707235605,0
2,670.4586040071597,0
2,627.8193178851648,1
2,515.641318585999,0
2,652.2477609005396,1
2,374.71992337386234,0
2,505.1591509094431,0
2,378.0274464480421,0
2,531.734309121651,0
2,418.56457796536114,0
2,408.14593253386033,0
2,567.0485821516128,1
2,752.317236043602,1
2,495.7780554181349,0
2,372.1697185553231,0
2,313.20290599006745,0
2,671.6369824284868,0
2,411.2802127385094,0
2,404.2876045802426,0
2,542.8033098668606,1
2,598.5646311411008,1
2,555.279355267636,1
2,458.22700503207454,0
2,341.07519483602397,0
2,826.687357919333,1
2,404.12367328603534,0
2,637.6445698615418,1
2,622.8868184223666,1
2,639.2969267789192,0
2,404.86670801570517,0
2,459.24357983769363,0
2,559.2158624103823,1
2,686.5336262698363,1
2,730.6178022379466,0
2,360.2696318030248,0
2,363.861423512876,0
2,735.8669756109122,1
2,710.3467556287659,1
2,746.6197054541587,1
2,434.64241498574927,0
2,541.6366656980374,0
2,571.0507760764469,1
2,653.8153763630253,1
2,527.4706005165039,1
2,380.5612350486379,0
2,532.1176942634569,1
2,402.41825986280656,0
2,420.64020263802894,0
2,711.2879014846742,1
2,529.394418468068,0
2,654.5859540375822,1
2,416.86726234720425,0
2,593.0820688113724,1
2,755.8559809086026,1
2,288.4673259020382,0
2,308.0044464839315,0
2,345.55545813964034,0
2,332.336659465016,1
2,555.2492951685472,1
2,771.8466245591924,1
2,534.179805357167,1
2,439.7537880682525,0
2,571.5318049109434,1
2,578.1056919912586,0
2,391.44253260694484,0
2,611.863873481133,0
2,564.1534938383733,0
2,643.7407184623182,1
2,353.595260370813,0
2,580.0980174437734,1
2,310.69668268731436,0
2,363.2227660068596,0
2,642.0336388565041,1
2,693.5795711817211,1
2,293.24277928661377,0
2,429.39456558425405,0
2,367.96534902624006,0
2,330.8326825892118,0
2,424.90476454552,0
2,232.52408431329172,0
2,503.09153016429576,1
2,561.3143117121338,1
2,672.3930760843867,1
2,648.360386977872,1
2,341.80481990488164,0
2,791.3561534622877,1
2,635.0055263560744,1
2,689.4646122565529,1
2,680.333233954731,1
2,732.9207327264261,1
2,608.5319597565024,1
2,426.75151317942175,0
2,591.9888066748947,1
2,551.5523003391578,1
2,584.0605122453381,1
2,528.5166141953098,0
2,335.47504241394273,0
2,410.49063605986134,0
2,834.9288075874318,1
2,638.8217121535204,1
2,572.3552904846952,1
2,424.5859245361743,0
2,455.19156546740294,0
2,655.3098171178143,1
2,603.7823973130191,0
2,667.2117890456873,1
2,442.3674116063636,0
2,600.320069617516,1
2,404.009671493206,0
2,522.0669957336993,1
2,449.4013496275267,0
2,478.46520499555334,0
2,686.5794289266062,1
2,749.1539358877048,1
2,262.02877751888485,0
2,695.4362712770352,1
2,354.20720023856865,0
2,553.8983072222237,0
2,286.30476535786005,0
2,430.78892558848236,0
2,592.4738915606682,1
2,260.9210563771351,0
2,451.1371689667747,1
2,688.0198166689921,1
2,399.34589069947816,0
2,568.0310238601348,1
2,342.7441941136682,0
2,572.2702286155022,1
2,444.69350908889925,0
2,431.7846056305527,0
2,349.05010831778196,0
2,311.15004518361496,0
2,441.2360539183467,0
2,505.4116382602647,0
2,677.3347365704282,1
2,675.8777530122757,1
2,630.7713755077696,1
2,324.20400387545203,0
2,431.85640141846955,0
2,314.99672622446155,0
2,379.56820526223714,0
2,554.4279824970987,1
2,491.88451498311866,0
2,463.5478999064795,0
2,481.5487464715311,1
2,655.7225590148483,0
2,663.7049702936871,1
2,390.3714959921049,0
2,700.8742357581643,1
2,759.2775661305889,1
2,454.8827919619401,0
2,430.16466347867794,0
2,538.7461892544212,0
2,759.234855171984,1
2,591.8466809851662,0
2,404.1092864104103,0
2,459.9160975380837,0
2,570.2915320494088,0
2,586.2719588304544,1
2,318.6546957100784,0
2,650.9954969042923,1
2,590.1959175547915,1
2,637.8710926270902,1
2,773.1907544991029,1
2,593.9215294582432,0
2,469.8674315880295,0
2,584.9654913370899,1
2,312.05695645007995,0
2,583.3564022758953,1
2,396.5366281451851,0
2,595.634295510445,1
2,398.6498293942885,0
2,326.4314794451804,0
2,298.65450510529246,0
2,316.97612141554356,0
2,711.1794816164507,1
2,630.5005536154424,1
2,542.9832133233442,0
2,407.2493982307656,0
2,274.1329270524754,0
2,393.7337678032594,1
2,384.7031194554894,0
2,782.4778356968715,1
2,372.0399289895573,0
2,550.3251933756383,0
2,386.16324271833906,0
2,427.71459142929456,0
2,545.3522795687497,1
2,561.0622764893212,1
2,470.43512429848863,0
2,332.9974651437051,0
2,377.6113059279718,0
2,349.53219383150025,0
2,389.50697784377354,0
2,747.4382103793326,1
2,574.5057942215811,1
2,611.5438389171263,1
2,389.54370338356364,0
2,500.2043468688229,0
2,452.50829045777857,0
